r0,root_success,k*,mu*,|beta_H|^2
0.99,True,2.4160772618257593,0.4086140986821748,1.7532918225978058e-24
0.999,True,2.505694364000595,0.15562334407809858,1.1702214713427789e-23
0.9999,True,2.5542205380599263,0.168052206329044,2.6516845483447387e-22
