k*,mu*,Re beta_H,Im beta_H,|beta_H|^2,"det d(Re beta,Im beta)/d(k,mu)"
2.5056943640028844,0.1556233441526755,-3.2652569026306456e-12,-1.1371532548919087e-12,1.195502016528834e-23,-3.19389954514174e-05
